OrderID,CustomerID,ProductID,OrderDate,Quantity,Discount,PaymentMethod,FirstName,LastName,Gender,Age,City,Province,SignupDate,ProductName,Category,UnitCost,UnitPrice,Revenue,Cost,Profit,ProfitMargin
O01584,C0541,P034,2025-08-25,3,0.05,Cash on Delivery,Liam,Patel,Female,54,Emalahleni,Mpumalanga,2024-08-28,Jacket,Fashion,4075.55,6499.62,18523.917,12226.650000000001,6297.267,33.995331548937514
O01585,C0518,P069,2026-07-25,2,0.1,Cash on Delivery,Mia,Mthembu,Male,22,Umhlanga,KwaZulu-Natal,2023-11-22,Business Book,Books,3170.77,4211.81,7581.258000000001,6341.54,1239.7180000000008,16.352404838352694
O01586,C0326,P074,2024-08-04,4,0.15,Cash on Delivery,Themba,Smith,Female,30,Secunda,Mpumalanga,2024-11-28,Data Science Book,Books,523.17,810.02,2754.0679999999998,2092.68,661.3879999999999,24.014948069546577
O01587,C0073,P074,2026-01-24,1,0.1,Card,Sipho,Pillay,Female,68,Cape Town,Western Cape,2023-11-08,Data Science Book,Books,523.17,810.02,729.018,523.17,205.84800000000007,28.236339843460662
O01588,C0900,P024,2025-06-04,1,0.05,PayFast,Lucas,Khumalo,Female,57,Emalahleni,Mpumalanga,2024-04-17,Coffee Maker,Home & Kitchen,844.07,1304.29,1239.0755,844.07,395.00549999999987,31.879050146661758
O01589,C0804,P006,2025-06-26,3,0.05,PayFast,Liam,Govender,Female,69,Mahikeng,North West,2023-11-03,Headphones,Electronics,2971.89,5204.6,14833.11,8915.67,5917.4400000000005,39.89345457560822
O01590,C0132,P042,2026-02-09,3,0.2,EFT,Zanele,Mthembu,Female,46,Soweto,Gauteng,2024-12-17,Backpack,Fashion,1647.19,2732.86,6558.8640000000005,4941.57,1617.2940000000008,24.65814201971562
O01591,C0777,P026,2026-01-22,1,0.05,Card,Leah,Peters,Female,29,George,Western Cape,2024-01-06,Vacuum Cleaner,Home & Kitchen,1021.82,1671.7,1588.115,1021.82,566.295,35.658311898067836
O01592,C0612,P028,2026-07-27,3,0.0,PayFast,Thando,Peters,Male,67,Welkom,Free State,2023-05-27,Cookware Set,Home & Kitchen,509.63,659.33,1977.9900000000002,1528.8899999999999,449.10000000000036,22.704867062017517
O01593,C0411,P057,2024-07-24,1,0.2,Card,Sipho,Ndlovu,Female,66,Durban,KwaZulu-Natal,2023-01-06,Running Shoes,Sports,1419.4,2228.97,1783.176,1419.4,363.77599999999984,20.40045402136412
O01594,C0252,P027,2024-06-19,1,0.05,Card,Mia,Molefe,Male,45,Pretoria,Gauteng,2023-10-07,Cookware Set,Home & Kitchen,4111.11,6903.54,6558.362999999999,4111.11,2447.2529999999997,37.3149976602393
O01595,C0862,P027,2026-02-13,3,0.05,Card,Mason,Ndlovu,Male,49,Stellenbosch,Western Cape,2025-02-19,Cookware Set,Home & Kitchen,4111.11,6903.54,19675.088999999996,12333.329999999998,7341.758999999998,37.3149976602393
O01596,C0697,P023,2025-10-30,2,0.05,EFT,Oliver,Nkosi,Male,36,Mbombela,Mpumalanga,2024-12-18,Coffee Maker,Home & Kitchen,4182.21,6759.21,12842.499,8364.42,4478.079,34.869218210567894
O01597,C0537,P021,2025-01-22,3,0.0,EFT,Themba,Mokoena,Female,51,Cape Town,Western Cape,2025-04-10,Toaster,Home & Kitchen,4302.45,6061.29,18183.87,12907.349999999999,5276.52,29.01758536549151
O01598,C0595,P078,2024-05-12,1,0.25,Card,Liam,Pillay,Female,56,Bloemfontein,Free State,2024-09-07,Self Help Book,Books,3068.87,4433.11,3324.8324999999995,3068.87,255.96249999999964,7.698508120333872
O01599,C0090,P027,2024-05-22,5,0.1,Card,Aiden,Mthembu,Female,49,Stellenbosch,Western Cape,2024-05-14,Cookware Set,Home & Kitchen,4111.11,6903.54,31065.929999999997,20555.55,10510.379999999997,33.832497530252596
O01600,C0475,P033,2026-06-01,2,0.2,Card,Aisha,Mthembu,Male,41,Welkom,Free State,2023-04-06,Jacket,Fashion,1235.64,2063.56,3301.696,2471.28,830.4159999999997,25.151195022194646
O01601,C0184,P049,2024-10-16,3,0.05,PayFast,Nandi,Mthembu,Male,62,East London,Eastern Cape,2024-09-22,Perfume,Beauty,1759.53,2401.06,6843.021,5278.59,1564.4309999999996,22.86170099434153
O01602,C0203,P046,2025-03-16,1,0.0,Card,Oliver,Peters,Male,23,Mahikeng,North West,2023-03-10,Skincare Set,Beauty,408.03,622.57,622.57,408.03,214.54000000000008,34.46038196508024
O01603,C0639,P039,2024-11-28,1,0.1,EFT,Emma,Govender,Female,59,Centurion,Gauteng,2024-12-07,Dress,Fashion,64.72,117.95,106.155,64.72,41.435,39.03254674768028
O01604,C0910,P050,2025-04-17,3,0.0,PayFast,Liam,Smith,Female,33,Richards Bay,KwaZulu-Natal,2024-07-10,Perfume,Beauty,3146.68,5625.87,16877.61,9440.039999999999,7437.5700000000015,44.067673088784495
O01605,C0402,P042,2024-04-27,1,0.15,Card,Thando,Mokoena,Male,55,Rustenburg,North West,2023-07-03,Backpack,Fashion,1647.19,2732.86,2322.931,1647.19,675.741,29.090016018555865
O01606,C0203,P002,2025-09-13,1,0.0,EFT,Oliver,Peters,Male,23,Mahikeng,North West,2023-03-10,Smartphone,Electronics,512.39,777.59,777.59,512.39,265.20000000000005,34.10537686955851
O01607,C0624,P005,2024-04-24,1,0.15,PayFast,Themba,Govender,Male,56,Gqeberha,Eastern Cape,2024-01-20,Headphones,Electronics,459.14,832.47,707.5995,459.14,248.45950000000005,35.113012374938094
O01608,C0873,P038,2026-04-04,1,0.05,Card,Leah,Mthembu,Male,47,Soweto,Gauteng,2023-07-25,T-Shirt,Fashion,3544.95,5580.03,5301.028499999999,3544.95,1756.0784999999996,33.12712806580836
O01609,C0743,P023,2024-12-06,1,0.05,Card,Amara,Dlamini,Male,42,Johannesburg,Gauteng,2024-08-14,Coffee Maker,Home & Kitchen,4182.21,6759.21,6421.2495,4182.21,2239.0395,34.869218210567894
O01610,C0871,P024,2025-09-30,1,0.2,Cash on Delivery,Emma,Smith,Male,62,George,Western Cape,2024-07-15,Coffee Maker,Home & Kitchen,844.07,1304.29,1043.432,844.07,199.36199999999997,19.106372049160843
O01611,C0525,P004,2026-05-24,2,0.0,EFT,Mia,Dlamini,Male,25,Mbombela,Mpumalanga,2023-04-07,Laptop,Electronics,909.2,1149.43,2298.86,1818.4,480.46000000000004,20.89992431031033
O01612,C0753,P034,2025-12-24,2,0.0,Card,Leah,Mokoena,Male,58,George,Western Cape,2024-12-29,Jacket,Fashion,4075.55,6499.62,12999.24,8151.1,4848.139999999999,37.295564971490634
O01613,C0133,P004,2025-09-24,3,0.0,PayFast,Thando,Smith,Female,19,Johannesburg,Gauteng,2024-03-18,Laptop,Electronics,909.2,1149.43,3448.29,2727.6000000000004,720.6899999999996,20.89992431031032
O01614,C0346,P053,2025-03-17,1,0.05,EFT,Noah,Williams,Male,47,Mthatha,Eastern Cape,2023-08-30,Shampoo,Beauty,3322.19,4431.69,4210.1055,3322.19,887.9154999999996,21.09010094877669
O01615,C0393,P068,2025-03-25,1,0.0,Card,Amara,Patel,Female,52,Cape Town,Western Cape,2023-01-18,Sports Bag,Sports,4135.18,5282.61,5282.61,4135.18,1147.4299999999994,21.7208917561584
O01616,C0504,P029,2026-01-06,1,0.25,Card,Noah,Jacobs,Female,32,Rustenburg,North West,2025-05-28,Microwave,Home & Kitchen,2592.48,3630.4,2722.8,2592.48,130.32000000000016,4.786249449096524
O01617,C0930,P061,2026-07-28,2,0.05,PayFast,Nandi,Molefe,Male,51,Welkom,Free State,2025-03-13,Dumbbell Set,Sports,240.52,317.71,603.6489999999999,481.04,122.60899999999987,20.31130673619933
O01618,C0875,P057,2026-01-01,1,0.1,EFT,Ethan,Mokoena,Female,59,Tzaneen,Limpopo,2024-01-04,Running Shoes,Sports,1419.4,2228.97,2006.0729999999999,1419.4,586.6729999999998,29.24484801899033
O01619,C0128,P040,2025-10-14,2,0.15,Card,Mia,Dlamini,Male,34,Soweto,Gauteng,2024-12-20,Dress,Fashion,3690.0,5679.79,9655.643,7380.0,2275.643,23.568010954837497
O01620,C0161,P042,2026-02-18,2,0.05,EFT,Aisha,Nkosi,Female,27,Johannesburg,Gauteng,2023-10-28,Backpack,Fashion,1647.19,2732.86,5192.434,3294.38,1898.054,36.55422485870788
O01621,C0354,P013,2025-07-29,2,0.1,PayFast,Amara,Ndlovu,Male,47,Centurion,Gauteng,2023-04-04,Keyboard,Electronics,1177.34,1801.53,3242.754,2354.68,888.0740000000001,27.386412907053696
O01622,C0291,P026,2024-04-12,1,0.05,PayFast,Oliver,Ndlovu,Female,61,Stellenbosch,Western Cape,2023-11-21,Vacuum Cleaner,Home & Kitchen,1021.82,1671.7,1588.115,1021.82,566.295,35.658311898067836
O01623,C0601,P019,2025-10-18,1,0.0,Card,Thando,Williams,Male,64,Tzaneen,Limpopo,2024-02-18,Blender,Home & Kitchen,3508.12,5190.89,5190.89,3508.12,1682.7700000000004,32.41775495146305
O01624,C0905,P052,2026-07-08,1,0.1,Card,Aisha,Dlamini,Female,64,Centurion,Gauteng,2024-10-11,Makeup Kit,Beauty,427.64,696.91,627.2189999999999,427.64,199.57899999999995,31.819667452676015
O01625,C0959,P033,2024-09-25,1,0.1,Card,Nandi,Smith,Female,52,Tzaneen,Limpopo,2024-03-17,Jacket,Fashion,1235.64,2063.56,1857.204,1235.64,621.5639999999999,33.46772890861746
O01626,C0630,P060,2026-01-21,2,0.05,EFT,Nandi,Mthembu,Male,20,Pretoria,Gauteng,2024-01-02,Yoga Mat,Sports,299.44,515.84,980.096,598.88,381.216,38.89578163771713
O01627,C0839,P035,2024-10-27,3,0.0,Card,Layla,Patel,Female,70,Polokwane,Limpopo,2024-01-05,Jeans,Fashion,2343.45,4250.89,12752.670000000002,7030.349999999999,5722.320000000002,44.87154454714191
O01628,C0517,P019,2025-09-26,2,0.2,Card,Sipho,Mthembu,Female,69,Gqeberha,Eastern Cape,2023-08-31,Blender,Home & Kitchen,3508.12,5190.89,8305.424,7016.24,1289.184000000001,15.522193689328818
O01629,C0203,P050,2024-06-08,2,0.1,PayFast,Oliver,Peters,Male,23,Mahikeng,North West,2023-03-10,Perfume,Beauty,3146.68,5625.87,10126.566,6293.36,3833.206000000001,37.85297009864944
O01630,C0515,P002,2025-07-16,1,0.0,Cash on Delivery,Aisha,Ndlovu,Male,55,Welkom,Free State,2024-12-18,Smartphone,Electronics,512.39,777.59,777.59,512.39,265.20000000000005,34.10537686955851
O01631,C0542,P021,2026-03-07,1,0.0,EFT,Emma,Jacobs,Female,29,Stellenbosch,Western Cape,2025-05-06,Toaster,Home & Kitchen,4302.45,6061.29,6061.29,4302.45,1758.8400000000001,29.017585365491506
O01632,C0736,P045,2025-04-09,1,0.15,PayFast,Mason,Smith,Male,29,Centurion,Gauteng,2025-04-26,Skincare Set,Beauty,2429.09,4436.87,3771.3394999999996,2429.09,1342.2494999999994,35.59078942640936
O01633,C0220,P052,2026-01-03,2,0.0,EFT,Zanele,Peters,Male,45,George,Western Cape,2023-03-15,Makeup Kit,Beauty,427.64,696.91,1393.82,855.28,538.54,38.63770070740842
O01634,C0369,P070,2026-04-01,1,0.1,EFT,Leah,Govender,Female,33,Welkom,Free State,2024-08-14,Business Book,Books,816.51,1045.11,940.5989999999999,816.51,124.08899999999994,13.192550704391559
O01635,C0366,P066,2026-06-20,4,0.0,PayFast,Leah,Williams,Male,33,Johannesburg,Gauteng,2024-04-02,Fitness Tracker,Sports,214.11,285.83,1143.32,856.44,286.8799999999999,25.091837805688687
O01636,C0958,P033,2024-12-07,1,0.15,Cash on Delivery,Zanele,Dlamini,Female,31,Pretoria,Gauteng,2024-05-08,Jacket,Fashion,1235.64,2063.56,1754.0259999999998,1235.64,518.3859999999997,29.554065903242016
O01637,C0450,P059,2025-05-30,2,0.1,Card,Lucas,Jacobs,Male,49,Mthatha,Eastern Cape,2024-10-22,Yoga Mat,Sports,4481.46,5701.43,10262.574,8962.92,1299.6540000000005,12.664015869702869
O01638,C0755,P067,2024-08-26,1,0.1,Card,Aiden,Smith,Male,61,Secunda,Mpumalanga,2024-06-12,Sports Bag,Sports,2959.55,4536.2,4082.58,2959.55,1123.0299999999997,27.507850427915674
O01639,C0751,P004,2026-07-27,4,0.0,Card,Leah,Khumalo,Male,22,Pretoria,Gauteng,2024-04-27,Laptop,Electronics,909.2,1149.43,4597.72,3636.8,960.9200000000001,20.89992431031033
O01640,C0262,P059,2026-06-20,3,0.0,Cash on Delivery,Nandi,Naidoo,Male,51,Stellenbosch,Western Cape,2024-08-07,Yoga Mat,Sports,4481.46,5701.43,17104.29,13444.380000000001,3659.91,21.397614282732576
O01641,C0560,P017,2025-09-30,3,0.0,Card,Leah,Smith,Female,63,Rustenburg,North West,2023-12-13,Air Fryer,Home & Kitchen,3475.97,5019.45,15058.349999999999,10427.91,4630.439999999999,30.74998256781121
O01642,C0900,P011,2026-05-01,4,0.25,Card,Lucas,Khumalo,Female,57,Emalahleni,Mpumalanga,2024-04-17,Smartwatch,Electronics,2569.01,4702.06,14106.18,10276.04,3830.1399999999994,27.152212718113617
O01643,C0475,P066,2025-09-14,1,0.15,Card,Aisha,Mthembu,Male,41,Welkom,Free State,2023-04-06,Fitness Tracker,Sports,214.11,285.83,242.95549999999997,214.11,28.84549999999996,11.872750359633745
O01644,C0944,P003,2025-12-04,1,0.1,EFT,Ethan,Mthembu,Male,28,Richards Bay,KwaZulu-Natal,2024-11-18,Laptop,Electronics,1026.4,1457.47,1311.723,1026.4,285.32299999999987,21.751772287289302
O01645,C0212,P020,2024-05-27,2,0.05,Card,Nandi,Ndlovu,Female,28,Mbombela,Mpumalanga,2024-01-21,Blender,Home & Kitchen,1530.31,1968.03,3739.2569999999996,3060.62,678.6369999999997,18.14897986418157
O01646,C0072,P069,2026-03-06,1,0.0,PayFast,Lucas,Smith,Female,43,Richards Bay,KwaZulu-Natal,2024-11-24,Business Book,Books,3170.77,4211.81,4211.81,3170.77,1041.0400000000004,24.717164354517422
O01647,C0897,P068,2024-07-23,1,0.0,EFT,Ethan,Ndlovu,Female,70,Durban,KwaZulu-Natal,2024-06-17,Sports Bag,Sports,4135.18,5282.61,5282.61,4135.18,1147.4299999999994,21.7208917561584
O01648,C0847,P029,2026-04-21,3,0.1,Card,Thando,Smith,Male,54,Richards Bay,KwaZulu-Natal,2025-04-25,Microwave,Home & Kitchen,2592.48,3630.4,9802.080000000002,7777.4400000000005,2024.6400000000012,20.655207874247107
O01649,C0996,P055,2026-03-24,3,0.0,PayFast,Thando,Jacobs,Male,24,Centurion,Gauteng,2024-01-27,Electric Shaver,Beauty,2688.61,4149.98,12449.939999999999,8065.83,4384.109999999999,35.21390464532359
O01650,C0666,P052,2026-02-03,1,0.2,PayFast,James,Pillay,Male,57,Secunda,Mpumalanga,2024-10-09,Makeup Kit,Beauty,427.64,696.91,557.528,427.64,129.88800000000003,23.297125884260527
O01651,C0938,P061,2024-03-04,2,0.0,PayFast,Amara,Mthembu,Female,27,Soweto,Gauteng,2024-05-10,Dumbbell Set,Sports,240.52,317.71,635.42,481.04,154.37999999999994,24.295741399389374
O01652,C0829,P001,2025-02-22,1,0.1,EFT,Mia,Mthembu,Male,22,George,Western Cape,2023-11-28,Smartphone,Electronics,103.23,135.09,121.581,103.23,18.351,15.093641276186245
O01653,C0846,P027,2025-01-09,4,0.1,PayFast,Thando,Jacobs,Female,41,Centurion,Gauteng,2023-12-27,Cookware Set,Home & Kitchen,4111.11,6903.54,24852.744,16444.44,8408.304,33.832497530252596
O01654,C0558,P008,2025-04-22,3,0.0,EFT,Liam,Nkosi,Female,24,Mbombela,Mpumalanga,2023-10-29,Monitor,Electronics,3200.93,4231.59,12694.77,9602.789999999999,3091.9800000000014,24.35632941754755
O01655,C0387,P021,2024-05-25,3,0.15,PayFast,Emma,Ndlovu,Male,64,Emalahleni,Mpumalanga,2025-01-10,Toaster,Home & Kitchen,4302.45,6061.29,15456.289499999999,12907.349999999999,2548.9395000000004,16.491276900578246
O01656,C0935,P032,2026-06-26,1,0.0,Card,Aiden,Nkosi,Female,37,Richards Bay,KwaZulu-Natal,2025-06-17,Sneakers,Fashion,4201.38,6927.08,6927.08,4201.38,2725.7,39.34847006242168
O01657,C0435,P076,2025-10-11,1,0.15,Card,Aisha,Mthembu,Female,47,Tzaneen,Limpopo,2023-05-26,Cookbook,Books,3629.82,5465.52,4645.692,3629.82,1015.8719999999998,21.8669683655309
O01658,C0528,P036,2025-02-25,1,0.05,Cash on Delivery,Mia,Govender,Male,23,Johannesburg,Gauteng,2023-07-22,Jeans,Fashion,2233.52,3376.27,3207.4565,2233.52,973.9364999999998,30.364760987405436
O01659,C0453,P075,2025-05-28,4,0.0,Card,Emma,Khumalo,Female,49,Paarl,Western Cape,2024-02-23,Cookbook,Books,3606.33,4985.19,19940.76,14425.32,5515.439999999999,27.65912633219596
O01660,C0552,P036,2025-07-13,3,0.0,Card,Aisha,Nkosi,Male,58,Durban,KwaZulu-Natal,2023-09-01,Jeans,Fashion,2233.52,3376.27,10128.81,6700.5599999999995,3428.25,33.84652293803517
O01661,C0467,P040,2025-11-16,2,0.1,EFT,Oliver,Khumalo,Female,62,Richards Bay,KwaZulu-Natal,2023-03-19,Dress,Fashion,3690.0,5679.79,10223.622,7380.0,2843.6219999999994,27.81423256845763
O01662,C0044,P030,2025-09-10,2,0.0,Card,Lucas,Dlamini,Male,61,Rustenburg,North West,2025-05-21,Microwave,Home & Kitchen,2034.18,3636.93,7273.86,4068.36,3205.4999999999995,44.06876129042901
O01663,C0887,P059,2026-06-16,1,0.15,Cash on Delivery,Thando,Peters,Male,64,Johannesburg,Gauteng,2023-07-08,Yoga Mat,Sports,4481.46,5701.43,4846.2155,4481.46,364.7555000000002,7.526605038508919
O01664,C0450,P044,2025-08-25,3,0.2,Card,Lucas,Jacobs,Male,49,Mthatha,Eastern Cape,2024-10-22,Watch,Fashion,4316.77,5630.8,13513.920000000002,12950.310000000001,563.6100000000006,4.170588548696459
O01665,C0575,P033,2026-07-27,1,0.05,EFT,Zanele,Jacobs,Female,53,Johannesburg,Gauteng,2023-03-31,Jacket,Fashion,1235.64,2063.56,1960.3819999999998,1235.64,724.7419999999997,36.969427387111274
O01666,C0132,P063,2026-05-06,3,0.0,Card,Zanele,Mthembu,Female,46,Soweto,Gauteng,2024-12-17,Football,Sports,2089.75,3462.4,10387.2,6269.25,4117.950000000001,39.64446626617376
O01667,C0004,P078,2024-11-06,4,0.15,Card,Mia,Smith,Female,69,Centurion,Gauteng,2023-08-14,Self Help Book,Books,3068.87,4433.11,15072.573999999999,12275.48,2797.093999999999,18.55750716500048
O01668,C0249,P064,2026-06-22,3,0.25,Card,Amara,Khumalo,Male,70,Centurion,Gauteng,2024-05-29,Football,Sports,3940.44,5277.72,11874.869999999999,11821.32,53.54999999999927,0.4509523051620715
O01669,C0699,P014,2024-07-06,3,0.0,Cash on Delivery,Lucas,Jacobs,Male,26,Durban,KwaZulu-Natal,2024-04-30,Keyboard,Electronics,4216.01,6885.88,20657.64,12648.03,8009.609999999999,38.77311251430463
O01670,C0094,P036,2026-04-15,4,0.1,Card,Thando,Nkosi,Female,35,Pietermaritzburg,KwaZulu-Natal,2024-04-10,Jeans,Fashion,2233.52,3376.27,12154.572,8934.08,3220.492,26.496136597816854
O01671,C0910,P033,2025-05-12,5,0.0,Card,Liam,Smith,Female,33,Richards Bay,KwaZulu-Natal,2024-07-10,Jacket,Fashion,1235.64,2063.56,10317.8,6178.200000000001,4139.5999999999985,40.12095601775571
O01672,C0214,P063,2026-05-22,1,0.05,EFT,Oliver,Mthembu,Female,60,Johannesburg,Gauteng,2024-11-21,Football,Sports,2089.75,3462.4,3289.2799999999997,2089.75,1199.5299999999997,36.467859227551315
O01673,C0197,P035,2026-05-17,1,0.1,Cash on Delivery,Ethan,Ndlovu,Female,22,Upington,Northern Cape,2024-03-12,Jeans,Fashion,2343.45,4250.89,3825.8010000000004,2343.45,1482.3510000000006,38.74616060793545
O01674,C0171,P072,2026-04-08,2,0.05,EFT,Ethan,Molefe,Male,37,Pretoria,Gauteng,2024-10-05,Fiction Novel,Books,2080.02,2813.05,5344.795,4160.04,1184.755,22.166519015228836
O01675,C0015,P049,2026-03-29,1,0.0,PayFast,Emma,Khumalo,Female,27,Welkom,Free State,2023-08-06,Perfume,Beauty,1759.53,2401.06,2401.06,1759.53,641.53,26.718615944624457
O01676,C0775,P013,2025-02-24,2,0.0,Cash on Delivery,Aisha,Khumalo,Male,47,Rustenburg,North West,2024-05-29,Keyboard,Electronics,1177.34,1801.53,3603.06,2354.68,1248.38,34.64777161634833
O01677,C0879,P047,2024-05-15,2,0.1,EFT,Aisha,Williams,Female,40,Stellenbosch,Western Cape,2023-01-19,Hair Dryer,Beauty,3460.96,5671.39,10208.502,6921.92,3286.5820000000003,32.194557046665615
O01678,C0600,P051,2025-06-02,2,0.0,EFT,Mason,Jacobs,Male,21,Soweto,Gauteng,2023-07-12,Makeup Kit,Beauty,2856.25,4186.0,8372.0,5712.5,2659.5,31.766602962255135
O01679,C0178,P057,2024-09-22,3,0.05,EFT,Themba,Smith,Female,70,Soweto,Gauteng,2024-11-19,Running Shoes,Sports,1419.4,2228.97,6352.5644999999995,4258.200000000001,2094.3644999999988,32.968803386411885
O01680,C0284,P052,2026-01-24,3,0.1,Cash on Delivery,Emma,Pillay,Male,26,Upington,Northern Cape,2024-12-11,Makeup Kit,Beauty,427.64,696.91,1881.6570000000002,1282.92,598.7370000000001,31.819667452676022
O01681,C0476,P004,2025-04-08,1,0.0,EFT,Noah,Khumalo,Female,64,Mthatha,Eastern Cape,2023-06-19,Laptop,Electronics,909.2,1149.43,1149.43,909.2,240.23000000000002,20.89992431031033
O01682,C0951,P043,2026-07-18,1,0.2,PayFast,Oliver,Peters,Female,24,Secunda,Mpumalanga,2023-05-15,Watch,Fashion,1832.74,2986.2,2388.96,1832.74,556.22,23.282934833567744
O01683,C0250,P059,2025-12-17,3,0.0,PayFast,Themba,Mokoena,Female,41,Pretoria,Gauteng,2025-06-12,Yoga Mat,Sports,4481.46,5701.43,17104.29,13444.380000000001,3659.91,21.397614282732576
O01684,C0724,P045,2026-04-18,1,0.25,Card,Zanele,Nkosi,Female,49,Pretoria,Gauteng,2024-06-12,Skincare Set,Beauty,2429.09,4436.87,3327.6525,2429.09,898.5625,27.00289468326395
O01685,C0446,P007,2024-07-29,1,0.1,EFT,Mia,Smith,Male,70,Soweto,Gauteng,2025-05-15,Monitor,Electronics,4279.68,6988.07,6289.263,4279.68,2009.5829999999996,31.95259921552016
O01686,C0296,P021,2026-05-13,1,0.1,EFT,Sipho,Smith,Male,50,Mahikeng,North West,2023-05-09,Toaster,Home & Kitchen,4302.45,6061.29,5455.161,4302.45,1152.7110000000002,21.130650406101676
O01687,C0460,P042,2026-06-18,2,0.1,Cash on Delivery,Aisha,Peters,Female,28,Tzaneen,Limpopo,2024-12-06,Backpack,Fashion,1647.19,2732.86,4919.148,3294.38,1624.768,33.02945957308054
O01688,C0068,P023,2025-08-17,3,0.15,Card,Noah,Patel,Female,18,Bloemfontein,Free State,2023-09-18,Coffee Maker,Home & Kitchen,4182.21,6759.21,17235.9855,12546.630000000001,4689.355499999998,27.206773294164112
O01689,C0804,P069,2025-11-21,2,0.15,Card,Liam,Govender,Female,69,Mahikeng,North West,2023-11-03,Business Book,Books,3170.77,4211.81,7160.077,6341.54,818.5370000000003,11.431958064138142
O01690,C0249,P040,2026-03-12,1,0.1,EFT,Amara,Khumalo,Male,70,Centurion,Gauteng,2024-05-29,Dress,Fashion,3690.0,5679.79,5111.811,3690.0,1421.8109999999997,27.81423256845763
O01691,C0718,P041,2024-09-24,2,0.1,Cash on Delivery,Lucas,Smith,Male,65,Paarl,Western Cape,2023-06-13,Backpack,Fashion,2574.24,4662.01,8391.618,5148.48,3243.138000000001,38.64735024878397
O01692,C0065,P026,2025-08-30,1,0.1,Card,Layla,Nkosi,Male,25,Centurion,Gauteng,2024-11-26,Vacuum Cleaner,Home & Kitchen,1021.82,1671.7,1504.53,1021.82,482.7099999999999,32.08377367018271
O01693,C0952,P057,2025-05-29,3,0.1,PayFast,Aiden,Pillay,Male,57,Richards Bay,KwaZulu-Natal,2024-04-26,Running Shoes,Sports,1419.4,2228.97,6018.219,4258.200000000001,1760.0189999999993,29.24484801899033
O01694,C0184,P042,2024-08-17,1,0.0,Card,Nandi,Mthembu,Male,62,East London,Eastern Cape,2024-09-22,Backpack,Fashion,1647.19,2732.86,2732.86,1647.19,1085.67,39.72651361577249
O01695,C0888,P065,2025-04-29,2,0.05,Cash on Delivery,Nandi,Mthembu,Female,65,Soweto,Gauteng,2024-02-28,Fitness Tracker,Sports,2628.09,4743.41,9012.479,5256.18,3756.298999999999,41.6788654930569
O01696,C0813,P069,2024-04-25,1,0.1,Card,Sipho,Govender,Female,41,George,Western Cape,2024-03-06,Business Book,Books,3170.77,4211.81,3790.6290000000004,3170.77,619.8590000000004,16.352404838352694
O01697,C0966,P012,2024-02-15,1,0.05,PayFast,Sofia,Govender,Female,45,East London,Eastern Cape,2023-11-03,Smartwatch,Electronics,4037.21,6731.61,6395.0295,4037.21,2357.8194999999996,36.8695640887974
O01698,C0478,P052,2024-08-02,3,0.0,Card,Sofia,Pillay,Female,18,Johannesburg,Gauteng,2023-05-16,Makeup Kit,Beauty,427.64,696.91,2090.73,1282.92,807.81,38.63770070740841
O01699,C0719,P046,2026-07-11,1,0.2,Card,Aiden,Govender,Female,32,Emalahleni,Mpumalanga,2023-02-11,Skincare Set,Beauty,408.03,622.57,498.05600000000004,408.03,90.02600000000007,18.075477456350303
O01700,C0374,P038,2025-10-08,2,0.25,Card,Mia,Molefe,Male,53,Pietermaritzburg,KwaZulu-Natal,2025-04-05,T-Shirt,Fashion,3544.95,5580.03,8370.045,7089.9,1280.1450000000004,15.294362216690596
O01701,C0173,P029,2026-07-13,1,0.0,EFT,Nandi,Naidoo,Male,26,Welkom,Free State,2025-02-04,Microwave,Home & Kitchen,2592.48,3630.4,3630.4,2592.48,1037.92,28.58968708682239
O01702,C0450,P036,2025-06-30,1,0.0,EFT,Lucas,Jacobs,Male,49,Mthatha,Eastern Cape,2024-10-22,Jeans,Fashion,2233.52,3376.27,3376.27,2233.52,1142.75,33.846522938035164
O01703,C0154,P029,2025-03-03,1,0.0,EFT,Ethan,Peters,Female,24,George,Western Cape,2025-06-09,Microwave,Home & Kitchen,2592.48,3630.4,3630.4,2592.48,1037.92,28.58968708682239
O01704,C0984,P028,2025-09-02,1,0.0,PayFast,Sipho,Patel,Female,21,Mthatha,Eastern Cape,2025-02-06,Cookware Set,Home & Kitchen,509.63,659.33,659.33,509.63,149.70000000000005,22.70486706201751
O01705,C0094,P062,2025-07-06,3,0.05,EFT,Thando,Nkosi,Female,35,Pietermaritzburg,KwaZulu-Natal,2024-04-10,Dumbbell Set,Sports,3641.61,6010.08,17128.727999999996,10924.83,6203.897999999996,36.21925691154648
O01706,C0575,P073,2024-06-21,1,0.0,EFT,Zanele,Jacobs,Female,53,Johannesburg,Gauteng,2023-03-31,Data Science Book,Books,2680.14,4665.27,4665.27,2680.14,1985.1300000000006,42.55123497675377
O01707,C0612,P052,2025-12-16,2,0.15,PayFast,Thando,Peters,Male,67,Welkom,Free State,2023-05-27,Makeup Kit,Beauty,427.64,696.91,1184.7469999999998,855.28,329.46699999999987,27.809059655774604
O01708,C0528,P034,2024-11-15,2,0.25,PayFast,Mia,Govender,Male,23,Johannesburg,Gauteng,2023-07-22,Jacket,Fashion,4075.55,6499.62,9749.43,8151.1,1598.33,16.394086628654186
